epoch|acc|loss|lr|val_acc|val_loss
0|0.49645|1.50424668484|0.0010000000474974513|0.4982|1.69592444954
1|0.65597|1.09052302147|0.0010000000474974513|0.6417|1.14730514755
2|0.713345|0.941125304585|0.0010000000474974513|0.6748|1.06643784027
3|0.749565|0.850414018383|0.0010000000474974513|0.7082|1.03380117359
4|0.770895|0.791916852684|0.0010000000474974513|0.6877|1.09914134483
5|0.78706|0.75087298605|0.0010000000474974513|0.7026|1.05549625854
6|0.801455|0.715048992958|0.0010000000474974513|0.7276|0.96224244976
7|0.809905|0.692664980679|0.0010000000474974513|0.7723|0.814417607307
8|0.81995|0.668217328625|0.0010000000474974513|0.76|0.889847831345
9|0.826835|0.652716163807|0.0010000000474974513|0.6684|1.19478067551
10|0.83374|0.637142234001|0.0010000000474974513|0.7358|0.970320797539
11|0.836575|0.628135625343|0.0010000000474974513|0.7598|0.90242566309
12|0.841595|0.616777130985|0.0010000000474974513|0.7143|1.10252650719
13|0.84546|0.605864049492|0.0010000000474974513|0.7424|0.941801916695
14|0.84873|0.598094150505|0.0010000000474974513|0.738|1.02344669304
15|0.852895|0.590264552937|0.0010000000474974513|0.7825|0.807218232155
16|0.85592|0.584102358379|0.0010000000474974513|0.7776|0.88491805191
17|0.85728|0.578766051035|0.0010000000474974513|0.7598|0.930889368534
18|0.85955|0.573453271408|0.0010000000474974513|0.7991|0.79345167141
19|0.861925|0.56843032774|0.0010000000474974513|0.789|0.834553039265
20|0.864|0.563427900143|0.0010000000474974513|0.8274|0.709134524536
21|0.864995|0.559501808796|0.0010000000474974513|0.773|0.874824695206
22|0.865785|0.556599326954|0.0010000000474974513|0.7956|0.803345204449
23|0.868915|0.550595830555|0.0010000000474974513|0.8134|0.735049751568
24|0.869755|0.548546841278|0.0010000000474974513|0.8032|0.807848030758
25|0.87117|0.545767263832|0.0010000000474974513|0.7905|0.794905623627
26|0.872855|0.541342547092|0.0010000000474974513|0.8121|0.751618230438
27|0.87464|0.537649889956|0.0010000000474974513|0.81|0.772965582705
28|0.87499|0.537673962879|0.0010000000474974513|0.8112|0.776642992306
29|0.875425|0.536153889446|0.0010000000474974513|0.8013|0.805214549637
30|0.8759|0.533493519554|0.0010000000474974513|0.801|0.831858814812
31|0.87758|0.529986977844|0.0010000000474974513|0.7987|0.842450680447
32|0.87786|0.52819982439|0.0010000000474974513|0.7874|0.852352465248
33|0.879095|0.526712389088|0.0010000000474974513|0.7768|0.911404307938
34|0.88015|0.525757965145|0.0010000000474974513|0.7769|0.91370643096
35|0.8817|0.521344331779|0.0010000000474974513|0.7553|0.979899556351
36|0.88187|0.519963797569|0.0010000000474974513|0.7864|0.859900862694
37|0.88227|0.517630511246|0.0010000000474974513|0.7894|0.862547077751
38|0.88274|0.518988873329|0.0010000000474974513|0.8047|0.783629006958
39|0.884095|0.516074339771|0.0010000000474974513|0.7998|0.820319423199
40|0.88448|0.515545579386|0.0010000000474974513|0.7693|0.950748415947
41|0.919135|0.417563188314|9.999999747378752e-05|0.8648|0.589001636982
42|0.929725|0.381982203102|9.999999747378752e-05|0.8706|0.573866556406
43|0.933595|0.365912365484|9.999999747378752e-05|0.8739|0.578730787802
44|0.936985|0.353186313725|9.999999747378752e-05|0.871|0.57550564599
45|0.93988|0.340950020285|9.999999747378752e-05|0.8723|0.576765630722
46|0.940905|0.33380710124|9.999999747378752e-05|0.8694|0.581986573505
47|0.94317|0.32511324007|9.999999747378752e-05|0.8738|0.560872292662
48|0.944595|0.318068376884|9.999999747378752e-05|0.8746|0.564430713844
49|0.94624|0.309459692116|9.999999747378752e-05|0.868|0.578225943947
50|0.947145|0.304685331192|9.999999747378752e-05|0.8734|0.562582243776
51|0.948205|0.299186383505|9.999999747378752e-05|0.8735|0.564807720709
52|0.949815|0.292669842911|9.999999747378752e-05|0.8703|0.573036270189
53|0.95072|0.287813994122|9.999999747378752e-05|0.8736|0.562540869236
54|0.95059|0.284996547222|9.999999747378752e-05|0.8756|0.556307987309
55|0.95141|0.280828139668|9.999999747378752e-05|0.8694|0.575124996042
56|0.95339|0.274680409775|9.999999747378752e-05|0.8725|0.564264051104
57|0.95345|0.270331089725|9.999999747378752e-05|0.8668|0.58464056077
58|0.954665|0.266209934587|9.999999747378752e-05|0.8736|0.56705823555
59|0.955165|0.263881179466|9.999999747378752e-05|0.8718|0.565206476259
60|0.956255|0.259645915899|9.999999747378752e-05|0.8718|0.575973696232
61|0.960175|0.246932288809|9.999999747378752e-06|0.8762|0.555189226151
62|0.96123|0.243782874484|9.999999747378752e-06|0.8772|0.552307441187
63|0.96222|0.241932885962|9.999999747378752e-06|0.8753|0.553143579483
64|0.96219|0.241068748245|9.999999747378752e-06|0.8771|0.552954384565
65|0.96278|0.23975809413|9.999999747378752e-06|0.8775|0.553244029903
66|0.962685|0.238714554834|9.999999747378752e-06|0.8782|0.552846059418
67|0.964195|0.236503101158|9.999999747378752e-06|0.8775|0.554897598171
68|0.964125|0.235957936168|9.999999747378752e-06|0.8769|0.553490325451
69|0.96358|0.236258478117|9.999999747378752e-06|0.8779|0.554233420467
70|0.96399|0.235532973642|9.999999747378752e-06|0.8773|0.554699712372
71|0.964075|0.234434431791|9.999999747378752e-06|0.8777|0.554173608112
72|0.96474|0.233049433475|9.999999747378752e-06|0.8788|0.554195598078
73|0.963575|0.234423003302|9.999999747378752e-06|0.8777|0.555137845564
74|0.96465|0.232778804007|9.999999747378752e-06|0.878|0.554836999178
75|0.964555|0.232341433582|9.999999747378752e-06|0.8769|0.556351508045
76|0.964615|0.23165337225|9.999999747378752e-06|0.8779|0.555996902132
77|0.964805|0.23080697691|9.999999747378752e-06|0.8774|0.557282664537
78|0.964905|0.230992346296|9.999999747378752e-06|0.8792|0.554119442511
79|0.965445|0.22972224082|9.999999747378752e-06|0.877|0.55982861619
80|0.9653|0.229140072021|9.999999747378752e-06|0.8782|0.554865069723
81|0.96573|0.227974750471|9.999999974752427e-07|0.8781|0.55592566371
82|0.96547|0.227995539756|9.999999974752427e-07|0.8789|0.555227939749
83|0.966025|0.22701632957|9.999999974752427e-07|0.8789|0.555802550268
84|0.966255|0.22671548563|9.999999974752427e-07|0.8794|0.556264730406
85|0.965605|0.228554974079|9.999999974752427e-07|0.8792|0.556155829477
86|0.96566|0.227944556332|9.999999974752427e-07|0.8788|0.556472049761
87|0.965945|0.227328405275|9.999999974752427e-07|0.8789|0.556576419258
88|0.965555|0.227713388023|9.999999974752427e-07|0.8789|0.556963482952
89|0.9655|0.227729782162|9.999999974752427e-07|0.8787|0.557107875061
90|0.965535|0.22749579145|9.999999974752427e-07|0.8788|0.556872998333
91|0.96537|0.228145080843|4.999999987376214e-07|0.8793|0.555765116453
92|0.96636|0.226659142876|4.999999987376214e-07|0.8789|0.556951784277
93|0.965135|0.228544633055|4.999999987376214e-07|0.8796|0.556469693756
94|0.965805|0.226628840666|4.999999987376214e-07|0.8792|0.556598518419
95|0.966215|0.226941316519|4.999999987376214e-07|0.8789|0.557118512964
96|0.965345|0.228144909673|4.999999987376214e-07|0.8791|0.556094966125
97|0.966405|0.226775040865|4.999999987376214e-07|0.879|0.556134007978
98|0.965645|0.227725388107|4.999999987376214e-07|0.8797|0.556769088936
99|0.96554|0.227513578858|4.999999987376214e-07|0.8793|0.556618749189
